SGDID	GeneID	Alias	GO Term
YDL132W	CDC53	CDC53	GO:0000082,GO:0000086,GO:0000086,GO:0003688,GO:0004842,GO:0004842,GO:0006511,GO:0006511,GO:0019005,GO:0019005,GO:0019005,GO:0019005,GO:0019005,GO:0030674,GO:0030674,GO:0031146,GO:0031146,GO:0061630,SO:0000704
YDL131W	LYS21	LYS21	GO:0004410,GO:0005634,GO:0005634,GO:0019878,GO:0019878,SO:0000704
YDL130W-A	STF1	STF1,AIS2	GO:0005739,GO:0005739,GO:0005739,GO:0032780,GO:0051117,SO:0000704
YDL130W	RPP1B	RPP1B,Ax,L44',P1B,RPL44',RPLA3,YP1beta	GO:0000324,GO:0002181,GO:0002181,GO:0003735,GO:0022625,GO:0030295,GO:0045860,SO:0000704
YDL129W	YDL129W	-	GO:0003674,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0005737,GO:0008150,SO:0000704
YDL128W	VCX1	VCX1,HUM1,MNR1	GO:0000324,GO:0000329,GO:0000329,GO:0006816,GO:0006816,GO:0006874,GO:0015369,GO:0015369,GO:0015369,GO:0015386,GO:0055085,GO:0055085,SO:0000704
YDL127W	PCL2	PCL2,CLN4	GO:0000079,GO:0000131,GO:0000307,GO:0005634,GO:0005934,GO:0005935,GO:0016538,GO:0031106,GO:0032878,GO:0032878,SO:0000704
YDL126C	CDC48	CDC48	GO:0000837,GO:0000839,GO:0000839,GO:0005634,GO:0005634,GO:0005739,GO:0005739,GO:0005789,GO:0005829,GO:0005829,GO:0006274,GO:0010636,GO:0016236,GO:0016320,GO:0016887,GO:0019888,GO:0030433,GO:0030433,GO:0030894,GO:0030970,GO:0030970,GO:0030970,GO:0031134,GO:0034098,GO:0034098,GO:0034517,GO:0034727,GO:0036266,GO:0043130,GO:0043161,GO:0043161,GO:0043328,GO:0043328,GO:0043332,GO:0043624,GO:0043624,GO:0043624,GO:0051228,GO:0051974,GO:0070651,GO:0071629,GO:0071630,GO:0071712,GO:0071712,GO:0072671,GO:0072671,GO:0120174,GO:1900182,GO:1900182,GO:1990112,GO:1990112,GO:1990116,GO:1990116,GO:1990171,GO:2001168,SO:0000704
YDL125C	HNT1	HNT1	GO:0005634,GO:0005737,GO:0005737,GO:0009117,GO:0010043,GO:0043530,SO:0000704
YDL124W	YDL124W	-	GO:0004032,GO:0004033,GO:0005634,GO:0005737,GO:0005886,GO:0006725,GO:0034599,GO:0042180,GO:0043603,GO:0051268,GO:0051269,SO:0000704
YDL123W	SNA4	SNA4	GO:0000328,GO:0000328,GO:0000329,GO:0000329,GO:0000329,GO:0003674,GO:0008150,SO:0000704
YDL122W	UBP1	UBP1	GO:0004843,GO:0005737,GO:0005737,GO:0005783,GO:0005783,GO:0016579,GO:0016579,GO:1905524,SO:0000704
YDL121C	EXP1	EXP1	GO:0003674,GO:0005783,GO:0005783,GO:0005783,GO:0008150,SO:0000704
YDL120W	YFH1	YFH1,ferroxidase	GO:0004322,GO:0004322,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005759,GO:0006749,GO:0006879,GO:0006879,GO:0006879,GO:0006879,GO:0006879,GO:0008198,GO:0008198,GO:0016226,GO:0016226,GO:0016226,GO:0016226,GO:0016226,GO:0016226,GO:0034986,GO:0034986,SO:0000704
YDL119C	HEM25	HEM25	GO:0005739,GO:0005739,GO:0005739,GO:0006783,GO:0006783,GO:0006783,GO:0015187,GO:0015187,GO:0015187,GO:0015187,GO:1904983,GO:1904983,GO:1904983,SO:0000704
YDL118W	YDL118W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL117W	CYK3	CYK3	GO:0000142,GO:0005634,GO:0005737,GO:0005737,GO:0005935,GO:0005935,GO:0005935,GO:0030234,GO:0044697,GO:1990344,GO:1990344,SO:0000704
YDL116W	NUP84	NUP84	GO:0000973,GO:0005643,GO:0006302,GO:0006302,GO:0006302,GO:0006406,GO:0006606,GO:0017056,GO:0030466,GO:0031080,GO:0031080,GO:0031509,GO:0031990,GO:0034398,GO:0045893,GO:0045893,GO:0045893,GO:0045944,GO:0051664,SO:0000704
YDL115C	IWR1	IWR1	GO:0005515,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0006606,GO:0006606,GO:0006913,SO:0000704
YDL114W-A	YDL114W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL114W	YDL114W	-	GO:0005575,GO:0008150,SO:0000704
YDL113C	ATG20	ATG20,CVT20,SNX42	GO:0000407,GO:0000407,GO:0000407,GO:0000422,GO:0005768,GO:0016236,GO:0019898,GO:0032258,GO:0032266,GO:0032266,GO:0034498,GO:0034498,GO:0034498,SO:0000704
YDL112W	TRM3	TRM3	GO:0002128,GO:0005737,GO:0016423,GO:0030488,SO:0000704
YDL111C	RRP42	RRP42	GO:0000176,GO:0000176,GO:0000177,GO:0000177,GO:0000467,GO:0000467,GO:0003674,GO:0016075,GO:0034427,GO:0043628,GO:0070478,GO:0070481,GO:0070651,GO:0071038,GO:0071038,GO:0071042,GO:0071051,SO:0000704
YDL110C	TMA17	TMA17,ADC17	GO:0005634,GO:0005737,GO:0005835,GO:0006633,GO:0030674,GO:0070682,GO:0098772,SO:0000704
YDL109C	YDL109C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL108W	KIN28	KIN28	GO:0004672,GO:0005634,GO:0005675,GO:0005675,GO:0005829,GO:0006360,GO:0006366,GO:0006366,GO:0006366,GO:0006370,GO:0006468,GO:0006995,GO:0008353,GO:0008353,GO:0008353,GO:0010508,GO:0045944,GO:0070816,GO:0070816,GO:0070816,GO:0070816,GO:0070816,GO:0070816,GO:0070985,GO:0070985,GO:1900018,GO:1900018,GO:1901921,GO:1901921,GO:1903654,GO:1905866,SO:0000704
YDL107W	MSS2	MSS2	GO:0003674,GO:0005759,GO:0031314,GO:0032979,GO:0032979,GO:0032979,GO:0032979,SO:0000704
YDL106C	PHO2	PHO2,BAS2,GRF10,phoB	GO:0000978,GO:0001228,GO:0001228,GO:0001228,GO:0001228,GO:0001228,GO:0001228,GO:0001228,GO:0001228,GO:0005634,GO:0005634,GO:0005829,GO:0006141,GO:0006141,GO:0006338,GO:0043388,GO:0043388,GO:0043565,GO:0045937,GO:0045944,GO:0045944,GO:0045944,GO:0045944,GO:0120213,GO:0120213,GO:2000679,SO:0000704
YDL105W	NSE4	NSE4,QRI2	GO:0005634,GO:0006281,GO:0006281,GO:0019789,GO:0030915,SO:0000704
YDL104C	QRI7	QRI7	GO:0002949,GO:0005739,GO:0005739,GO:0061711,GO:0072670,SO:0000704
YDL103C	QRI1	QRI1,UAP1	GO:0003977,GO:0005634,GO:0005737,GO:0006048,SO:0000704
YDL102W	POL3	POL3,CDC2,HPR6,TEX1	GO:0003887,GO:0003887,GO:0003887,GO:0005657,GO:0006260,GO:0006278,GO:0006303,GO:0006303,GO:0008296,GO:0043137,GO:0043625,GO:0045004,GO:0045005,SO:0000704
YDL101C	DUN1	DUN1	GO:0000077,GO:0004672,GO:0004672,GO:0004674,GO:0004674,GO:0005634,GO:0006303,GO:0006303,GO:0006468,GO:0006468,GO:0006468,GO:0018105,GO:0018105,GO:0018105,GO:0018107,GO:0048478,SO:0000704
YDL100C	GET3	GET3,ARR4	GO:0000750,GO:0005085,GO:0005783,GO:0005829,GO:0006620,GO:0006890,GO:0006890,GO:0006890,GO:0009408,GO:0010038,GO:0016887,GO:0043529,GO:0044183,GO:0045048,GO:0051082,SO:0000704
YDL099W	BUG1	BUG1	GO:0003674,GO:0005737,GO:0005801,GO:0005801,GO:0006888,GO:0006888,GO:0006888,GO:0009306,SO:0000704
YDL098C	SNU23	SNU23	GO:0000398,GO:0000398,GO:0003674,GO:0046540,GO:0046540,SO:0000704
YDL097C	RPN6	RPN6,NAS4	GO:0005198,GO:0006511,GO:0008541,GO:0034515,GO:0043248,SO:0000704
YDL096C	OPI6	OPI6	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL095W	PMT1	PMT1	GO:0004169,GO:0004169,GO:0004169,GO:0004169,GO:0004169,GO:0004169,GO:0005783,GO:0032527,GO:0035269,GO:0035269,GO:0035269,GO:0035269,GO:0035269,GO:0035269,GO:0035269,GO:0071712,GO:0071712,GO:0071712,GO:0097582,GO:0097582,GO:0097582,GO:0097583,GO:1900101,GO:1900101,GO:1900101,SO:0000704
YDL094C	YDL094C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL093W	PMT5	PMT5	GO:0004169,GO:0005783,GO:0035269,GO:0097584,GO:0097585,SO:0000704
YDL092W	SRP14	SRP14	GO:0005786,GO:0006616,GO:0008312,SO:0000704
YDL091C	UBX3	UBX3	GO:0005737,GO:0005783,GO:0030136,GO:0030276,GO:0033523,GO:0044695,GO:0072583,SO:0000704
YDL090C	RAM1	RAM1,DPR1,FUS8,SCG2,SGP2,STE16	GO:0004660,GO:0005965,GO:0018343,SO:0000704
YDL089W	NUR1	NUR1	GO:0003674,GO:0007096,GO:0034399,GO:0034399,GO:0043007,SO:0000704
YDL088C	ASM4	ASM4,NUP59	GO:0003697,GO:0005543,GO:0005643,GO:0005643,GO:0006999,GO:0017056,GO:0031990,GO:0044613,SO:0000704
YDL087C	LUC7	LUC7,EPE1,EXM2	GO:0003729,GO:0003729,GO:0005634,GO:0005685,GO:0005829,GO:0006376,GO:0071004,SO:0000704
YDL086W	YDL086W	-	GO:0005737,GO:0005739,GO:0005739,GO:0008150,GO:0008806,SO:0000704
YDL086C-A	YDL086C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL085C-A	YDL085C-A	-	GO:0003674,GO:0005634,GO:0005737,GO:0008150,SO:0000704
YDL085W	NDE2	NDE2,NDH2	GO:0003954,GO:0003954,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006116,GO:0019655,SO:0000704
YDL084W	SUB2	SUB2	GO:0000346,GO:0000398,GO:0000781,GO:0003723,GO:0003724,GO:0005634,GO:0005634,GO:0005737,GO:0006283,GO:0006368,GO:0006406,GO:0006406,GO:0006406,GO:0006406,GO:0006406,GO:0031124,GO:0031509,SO:0000704
YDL083C	RPS16B	RPS16B,S16B,S9,rp61R,uS9	GO:0000462,GO:0002181,GO:0003735,GO:0022627,SO:0000704
YDL082W	RPL13A	RPL13A,L13A,L13e,eL13	GO:0002181,GO:0003735,GO:0022625,SO:0000704
YDL081C	RPP1A	RPP1A,P1A,RPLA1	GO:0002181,GO:0002181,GO:0003735,GO:0022625,GO:0030295,GO:0045860,SO:0000704
YDL080C	THI3	THI3,KID1	GO:0005634,GO:0005634,GO:0005634,GO:0016831,GO:0045944,GO:0061629,GO:0090180,GO:0090180,GO:0090180,GO:0090180,SO:0000704
YDL079C	MRK1	MRK1	GO:0004674,GO:0005575,GO:0006468,GO:0042176,SO:0000704
YDL078C	MDH3	MDH3	GO:0003729,GO:0005777,GO:0005777,GO:0005777,GO:0005782,GO:0006635,GO:0006735,GO:0030060,GO:0030060,GO:0030060,SO:0000704
YDL077C	VAM6	VAM6,CVT4,VPL18,VPL22,VPS39	GO:0000324,GO:0000329,GO:0000329,GO:0000329,GO:0005085,GO:0007033,GO:0016192,GO:0030897,GO:0031267,GO:0031267,GO:0031267,GO:0031267,GO:0034727,GO:0035091,GO:0035542,GO:0042144,GO:0042144,GO:0099022,GO:1904263,GO:1904263,GO:1990816,GO:1990816,SO:0000704
YDL076C	RXT3	RXT3	GO:0003674,GO:0005634,GO:0005634,GO:0016479,GO:0033698,GO:0033698,GO:0033698,GO:0070210,SO:0000704
YDL075W	RPL31A	RPL31A,L31A,L31e,L34A,RPL34,YL28,eL31	GO:0002181,GO:0003735,GO:0006450,GO:0022625,SO:0000704
YDL074C	BRE1	BRE1	GO:0000722,GO:0000724,GO:0000785,GO:0003688,GO:0006366,GO:0006366,GO:0010390,GO:0010390,GO:0016574,GO:0030174,GO:0031509,GO:0031571,GO:0031571,GO:0031573,GO:0042138,GO:0061630,GO:0061630,GO:0070534,SO:0000704
YDL073W	AHK1	AHK1	GO:0005078,GO:0005575,GO:0007232,GO:0007232,GO:0043407,SO:0000704
YDL072C	YET3	YET3	GO:0003674,GO:0005783,GO:0005783,GO:0005783,GO:0008150,SO:0000704
YDL071C	YDL071C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL070W	BDF2	BDF2	GO:0001046,GO:0001094,GO:0005634,GO:0031452,GO:0031452,GO:0042393,GO:0070577,GO:0071944,SO:0000704
YDL069C	CBS1	CBS1	GO:0005739,GO:0005761,GO:0031314,GO:0034551,GO:0045182,GO:0070131,SO:0000704
YDL068W	YDL068W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL067C	COX9	COX9	GO:0004129,GO:0004129,GO:0005739,GO:0005739,GO:0005751,GO:0006123,SO:0000704
YDL066W	IDP1	IDP1	GO:0004450,GO:0004450,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006537,GO:0042645,SO:0000704
YDL065C	PEX19	PEX19,PAS12	GO:0005515,GO:0005515,GO:0005778,GO:0005783,GO:0005829,GO:0005829,GO:0032527,GO:0032581,GO:0033328,GO:0045033,GO:0045046,GO:0050821,GO:1990429,SO:0000704
YDL064W	UBC9	UBC9	GO:0000022,GO:0000794,GO:0005634,GO:0016925,GO:0016925,GO:0016925,GO:0016925,GO:0019789,GO:0019789,GO:0019789,SO:0000704
YDL063C	SYO1	SYO1	GO:0005634,GO:0005737,GO:0006606,GO:0042273,GO:0051082,SO:0000704
YDL062W	YDL062W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL061C	RPS29B	RPS29B,S14,S29B,S36B,YS29,YS29B,uS14	GO:0002181,GO:0002181,GO:0003735,GO:0003735,GO:0022627,GO:0022627,SO:0000704
YDL060W	TSR1	TSR1	GO:0000461,GO:0000462,GO:0000462,GO:0005634,GO:0005730,GO:0005737,GO:0005737,GO:0030686,GO:0030688,GO:0043021,SO:0000704
YDL059C	RAD59	RAD59	GO:0000722,GO:0005515,GO:0005634,GO:0005634,GO:0005737,GO:0005759,GO:0006277,GO:0043504,GO:0045002,GO:2000278,SO:0000704
YDL058W	USO1	USO1,INT1	GO:0000139,GO:0003674,GO:0006888,GO:0012507,GO:0035493,GO:0048211,SO:0000704
YDL057W	YDL057W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL056W	MBP1	MBP1	GO:0001228,GO:0005634,GO:0030907,GO:0043565,GO:0071931,SO:0000704
YDL055C	PSA1	PSA1,MPG1,SRB1,VIG9	GO:0000032,GO:0004475,GO:0004475,GO:0005737,GO:0005737,GO:0006486,GO:0009298,GO:0009298,SO:0000704
YDL054C	MCH1	MCH1	GO:0000329,GO:0000329,GO:0000329,GO:0003674,GO:0008150,SO:0000704
YDL053C	PBP4	PBP4	GO:0003674,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0008150,GO:0010494,GO:0010494,SO:0000704
YDL052C	SLC1	SLC1	GO:0003841,GO:0005783,GO:0005811,GO:0005811,GO:0046474,SO:0000704
YDL051W	LHP1	LHP1,LAH1,YLA1	GO:0000049,GO:0003723,GO:0005634,GO:0005654,GO:0005730,GO:0008033,SO:0000704
YDL050C	YDL050C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL049C	KNH1	KNH1	GO:0000324,GO:0003674,GO:0005576,GO:0006078,SO:0000704
YDL048C	STP4	STP4	GO:0005634,GO:0005737,GO:0005737,GO:0005739,GO:0008150,GO:0043565,SO:0000704
YDL047W	SIT4	SIT4,PPH1	GO:0000082,GO:0000159,GO:0000159,GO:0002098,GO:0004722,GO:0005634,GO:0005737,GO:0005737,GO:0006281,GO:0006470,GO:0016311,GO:0032956,GO:0034599,GO:0035556,GO:0060237,GO:0070262,GO:1903432,GO:1903432,SO:0000704
YDL046W	NPC2	NPC2	GO:0000324,GO:0000324,GO:0000328,GO:0015918,GO:0032366,GO:0032934,SO:0000704
YDL045W-A	MRP10	MRP10,YmS-T,mS37	GO:0003735,GO:0003735,GO:0005763,GO:0005763,GO:0032543,GO:0032543,SO:0000704
YDL045C	FAD1	FAD1	GO:0003919,GO:0005737,GO:0006747,GO:0006747,SO:0000704
YDL044C	MTF2	MTF2,NAM1	GO:0003723,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006397,GO:0032543,SO:0000704
YDL043C	PRP11	PRP11,RNA11	GO:0000245,GO:0003723,GO:0071004,SO:0000704
YDL042C	SIR2	SIR2,MAR1	GO:0000183,GO:0000781,GO:0000781,GO:0000792,GO:0003688,GO:0005677,GO:0005730,GO:0006303,GO:0006325,GO:0006333,GO:0007062,GO:0008156,GO:0017136,GO:0030466,GO:0030466,GO:0030869,GO:0031491,GO:0031509,GO:0031509,GO:0031509,GO:0032041,GO:0034398,GO:0045910,GO:0045910,GO:0046969,GO:0046970,GO:0097695,GO:0097752,GO:1904524,SO:0000704
YDL041W	YDL041W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL040C	NAT1	NAT1,AAA1,NAA15	GO:0004596,GO:0004596,GO:0005739,GO:0005739,GO:0006474,GO:0006474,GO:0031415,GO:0043022,SO:0000704
YDL039C	PRM7	PRM7,YDL038C	GO:0003674,GO:0008150,GO:0016021,SO:0000704
YDL037C	BSC1	BSC1	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL036C	PUS9	PUS9	GO:0005634,GO:0005737,GO:0005739,GO:0005739,GO:0009982,GO:0009982,GO:0031119,GO:0031119,SO:0000704
YDL035C	GPR1	GPR1	GO:0001403,GO:0004930,GO:0004930,GO:0004930,GO:0005536,GO:0005886,GO:0005886,GO:0005886,GO:0007124,GO:0007186,GO:0007186,GO:0007186,GO:0009731,GO:0009745,GO:0009757,GO:0009757,GO:0009757,GO:0010255,GO:0010255,GO:0010255,GO:0010255,GO:0051594,SO:0000704
YDL034W	YDL034W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL033C	SLM3	SLM3,MTO2,MTU1	GO:0005739,GO:0005739,GO:0061708,GO:1990799,SO:0000704
YDL032W	YDL032W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL031W	DBP10	DBP10	GO:0000463,GO:0000466,GO:0003724,GO:0005730,GO:0030687,GO:0030687,GO:0030687,GO:1902626,SO:0000704
YDL030W	PRP9	PRP9	GO:0000395,GO:0000398,GO:0000398,GO:0003723,GO:0071004,SO:0000704
YDL029W	ARP2	ARP2,ACT2	GO:0000001,GO:0005524,GO:0005524,GO:0005739,GO:0005885,GO:0016887,GO:0030476,GO:0032258,GO:0034314,GO:0044396,GO:0051654,SO:0000704
YDL028C	MPS1	MPS1,PAC8,RPK1	GO:0000776,GO:0004672,GO:0004674,GO:0004674,GO:0004712,GO:0004712,GO:0005816,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0007094,GO:0007094,GO:0007094,GO:0030474,GO:0031134,GO:0034501,GO:0043515,GO:0046777,GO:0046777,GO:0046777,GO:0051225,GO:0051988,SO:0000704
YDL027C	MRX9	MRX9	GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0005783,GO:0008150,SO:0000704
YDL026W	YDL026W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL025C	RTK1	RTK1	GO:0004674,GO:0005935,GO:0008150,GO:0071944,SO:0000704
YDL025W-A	YDL025W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL024C	DIA3	DIA3	GO:0001403,GO:0003993,GO:0007124,GO:0009277,GO:0071944,SO:0000704
YDL022C-A	YDL022C-A	-	GO:0003674,GO:0005829,GO:0008150,SO:0000704
YDL023C	YDL023C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL022W	GPD1	GPD1,DAR1,HOR1,OSG1,OSR5	GO:0004367,GO:0005634,GO:0005739,GO:0005777,GO:0005829,GO:0006116,GO:0006973,GO:0016558,SO:0000704
YDL021W	GPM2	GPM2	GO:0003674,GO:0005737,GO:0005737,GO:0008150,SO:0000704
YDL020C	RPN4	RPN4,SON1,UFD5	GO:0000122,GO:0000122,GO:0000978,GO:0001228,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0006282,GO:0006282,GO:0036003,GO:0036003,GO:0036003,GO:0036003,GO:0036003,GO:0036003,GO:0045944,GO:0045944,GO:0045944,GO:0045944,GO:0045944,GO:0045944,GO:0045944,GO:0045944,GO:0045944,GO:0061395,GO:0061395,GO:0097201,SO:0000704
YDL019C	OSH2	OSH2	GO:0005635,GO:0005783,GO:0005886,GO:0005886,GO:0005935,GO:0006887,GO:0006897,GO:0008289,GO:0015918,GO:0015918,GO:0030011,GO:0032541,GO:0034727,GO:0035621,GO:0071944,GO:0120015,SO:0000704
YDL018C	ERP3	ERP3	GO:0003674,GO:0005783,GO:0016021,GO:0016192,SO:0000704
YDL017W	CDC7	CDC7,LSD6,SAS1	GO:0000727,GO:0000775,GO:0000785,GO:0001100,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0005634,GO:0006270,GO:0006279,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0018105,GO:0018105,GO:0018107,GO:0031431,GO:0031431,GO:0031431,GO:0031503,GO:0031503,GO:0033314,GO:0046777,GO:0046777,GO:0060903,GO:1902977,GO:1902977,GO:1902977,GO:1904968,GO:1904968,GO:1905263,GO:1905263,GO:1905263,GO:1905342,SO:0000704
YDL016C	YDL016C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL015C	TSC13	TSC13	GO:0000038,GO:0005739,GO:0005739,GO:0005783,GO:0005783,GO:0005789,GO:0016491,SO:0000704
YDL014W	NOP1	NOP1,LOT3	GO:0000494,GO:0000494,GO:0005730,GO:0005730,GO:0006364,GO:0008649,GO:0008649,GO:0030686,GO:0031167,GO:0031167,GO:0031167,GO:0031428,GO:0032040,GO:0043144,GO:1990258,GO:1990258,GO:1990259,SO:0000704
YDL013W	SLX5	SLX5,HEX3,ULS2	GO:0000723,GO:0000775,GO:0004842,GO:0004842,GO:0004842,GO:0004842,GO:0005634,GO:0005634,GO:0006511,GO:0006915,GO:0006974,GO:0006974,GO:0006974,GO:0016567,GO:0016567,GO:0016567,GO:0016567,GO:0016567,GO:0016567,GO:0016925,GO:0016925,GO:0032183,GO:0032183,GO:0033768,SO:0000704
YDL012C	YDL012C	-	GO:0003674,GO:0005886,GO:0005933,GO:0008150,GO:0071944,SO:0000704
YDL011C	YDL011C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL010W	GRX6	GRX6	GO:0000324,GO:0000324,GO:0000324,GO:0004362,GO:0004362,GO:0005506,GO:0005789,GO:0005794,GO:0005796,GO:0005801,GO:0016021,GO:0034599,GO:0034599,GO:0051537,SO:0000704
YDL009C	YDL009C	-	GO:0003674,GO:0005829,GO:0008150,SO:0000704
YDL008W	APC11	APC11	GO:0005680,GO:0016567,GO:0031145,GO:0061630,SO:0000704
YDL007C-A	YDL007C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDL007W	RPT2	RPT2,YHS4,YTA5	GO:0005634,GO:0006511,GO:0008540,GO:0016887,GO:0031503,GO:0036402,GO:0036402,GO:0043171,GO:0045732,GO:0070651,GO:0070682,SO:0000704
YDL006W	PTC1	PTC1,CWH47,KCS2,TPD1	GO:0000001,GO:0000750,GO:0004722,GO:0004722,GO:0005515,GO:0005634,GO:0005737,GO:0006388,GO:0006470,GO:0006470,GO:0035970,GO:0043409,GO:0043409,GO:1990439,SO:0000704
YDL005C	MED2	MED2	GO:0000122,GO:0003713,GO:0005634,GO:0005829,GO:0016592,GO:0034976,GO:0045944,GO:0051123,GO:0061629,GO:0070847,GO:0090399,SO:0000704
YDL004W	ATP16	ATP16	GO:0005739,GO:0005739,GO:0005756,GO:0005756,GO:0015986,GO:0015986,GO:0016887,GO:0016887,GO:0046933,GO:0046933,SO:0000704
YDL003W	MCD1	MCD1,PDS3,RHC21,SCC1	GO:0000794,GO:0003682,GO:0003682,GO:0005634,GO:0005739,GO:0006302,GO:0006302,GO:0006915,GO:0006974,GO:0006974,GO:0007076,GO:0019901,GO:0034087,GO:0034990,GO:1990414,SO:0000704
YDL002C	NHP10	NHP10,HMO2	GO:0000404,GO:0000722,GO:0005634,GO:0006302,GO:0006302,GO:0031011,GO:0031011,GO:0042766,GO:0045027,SO:0000704
YDL001W	RMD1	RMD1	GO:0000329,GO:0003674,GO:0005737,GO:0008150,SO:0000704
YDR001C	NTH1	NTH1	GO:0004555,GO:0005737,GO:0005993,GO:0071465,SO:0000704
YDR002W	YRB1	YRB1,CST20,HTN1,SFO1,STP52	GO:0000082,GO:0005634,GO:0005737,GO:0006405,GO:0006511,GO:0006606,GO:0031267,SO:0000704
YDR003W	RCR2	RCR2,SSH5	GO:0000324,GO:0000324,GO:0000324,GO:0000329,GO:0005737,GO:0016192,GO:0030674,GO:0031982,GO:0072665,SO:0000704
YDR003W-A	YDR003W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDR004W	RAD57	RAD57	GO:0000707,GO:0000722,GO:0000730,GO:0008094,GO:0030491,GO:0033062,SO:0000704
YDR005C	MAF1	MAF1	GO:0000994,GO:0000994,GO:0005634,GO:0005634,GO:0005634,GO:0005730,GO:0005737,GO:0005737,GO:0005737,GO:0016480,GO:0016480,GO:0016480,GO:0016480,GO:0016480,GO:0016480,GO:0061587,SO:0000704
YDR006C	SOK1	SOK1	GO:0003674,GO:0005634,GO:0010737,SO:0000704
YDR007W	TRP1	TRP1	GO:0000162,GO:0000162,GO:0000162,GO:0004640,GO:0004640,GO:0005737,SO:0000704
YDR008C	YDR008C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDR009W	GAL3	GAL3	GO:0000435,GO:0005515,GO:0005634,GO:0005737,GO:0005737,GO:0006012,GO:0045185,SO:0000704
YDR010C	YDR010C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDR011W	SNQ2	SNQ2	GO:0005739,GO:0005739,GO:0005886,GO:0008559,GO:0030003,GO:0030003,GO:0071944,SO:0000704
YDR012W	RPL4B	RPL4B,L2B,L4,L4B,YL2,rp2,uL4	GO:0002181,GO:0003735,GO:0005737,GO:0022625,SO:0000704
YDR013W	PSF1	PSF1,CDC101	GO:0000727,GO:0000811,GO:0000811,GO:0003674,GO:0006261,GO:0006261,GO:0031261,GO:0031261,GO:0031298,GO:0071162,SO:0000704
YDR014W	RAD61	RAD61,WPL1	GO:0003674,GO:0005575,GO:0007064,GO:0034183,GO:0034183,GO:0034183,GO:0042138,GO:0140588,GO:1902340,GO:1905339,SO:0000704
YDR014W-A	HED1	HED1	GO:0000794,GO:0004857,GO:0004857,GO:0007130,GO:0045950,GO:0045950,GO:0045950,GO:1903873,SO:0000704
YDR015C	YDR015C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YDR016C	DAD1	DAD1	GO:0008017,GO:0008017,GO:0008608,GO:0031116,GO:0042729,GO:0042729,GO:0051010,GO:0051010,GO:0051987,GO:0051987,SO:0000704
YDR017C	KCS1	KCS1	GO:0000827,GO:0000828,GO:0000828,GO:0000829,GO:0005737,GO:0010919,GO:0032958,GO:0032958,GO:0032958,SO:0000704
YDR018C	YDR018C	-	GO:0005634,GO:0005783,GO:0008654,GO:0016746,SO:0000704
YDR019C	GCV1	GCV1,GSD1	GO:0004375,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005960,GO:0006544,GO:0006730,GO:0006730,SO:0000704
